SUBJ_ID,DATE,AGE_months,TRIAL,FILTER,QUESTION,VERBAL_SELF_screen,VERBAL_SELF,VERBAL_SURROUNDING_screen,VERBAL_SURROUNDING,VERBAL_AR_FILTER,PERCEPTION,KNOWLEDGE,NON-EXPLAN,OTHER_BEHAV,TOUCH_SELF_screen,TOUCH_SELF,TOUCH_SURROUNDING_screen,TOUCH_SURROUNDING,TOUCH_AR_FILTER,Notes
24_2-4-23,2-4-23,46,1,bubbles,Is there anything on the screen that is not real?,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
24_2-4-23,2-4-23,46,1,bubbles,How do you know that it is not real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
24_2-4-23,2-4-23,46,2,balloons,Spontaneous,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
24_2-4-23,2-4-23,46,2,balloons,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
24_2-4-23,2-4-23,46,2,balloons,Is there anything on the screen that is real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24_2-4-23,2-4-23,46,2,balloons,How do you know that it is real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24_2-4-23,2-4-23,46,2,balloons,Is there anything on the screen that is not real?,0,0,1,0,0,0,0,0,0,0,0,1,0,0,
24_2-4-23,2-4-23,46,2,balloons,How do you know that it is not real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24_2-4-23,2-4-23,46,3,butterflies,Spontaneous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24_2-4-23,2-4-23,46,3,butterflies,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
24_2-4-23,2-4-23,46,3,butterflies,Is there anything on the screen that is real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24_2-4-23,2-4-23,46,3,butterflies,How do you know that it is real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24_2-4-23,2-4-23,46,3,butterflies,Is there anything on the screen that is not real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
24_2-4-23,2-4-23,46,3,butterflies,How do you know that it is not real?,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
24_2-4-23,2-4-23,46,4,hair,Spontaneous,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
24_2-4-23,2-4-23,46,4,hair,What do you see on the screen?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
24_2-4-23,2-4-23,46,4,hair,Is there anything on the screen that is real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24_2-4-23,2-4-23,46,4,hair,How do you know that it is real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24_2-4-23,2-4-23,46,4,hair,Is there anything on the screen that is not real?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
24_2-4-23,2-4-23,46,4,hair,How do you know that it is not real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
25_2-17-23,2-17-23,38.5,1,bubbles,Spontaneous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25_2-17-23,2-17-23,38.5,1,bubbles,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
25_2-17-23,2-17-23,38.5,1,bubbles,Is there anything on the screen that is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
25_2-17-23,2-17-23,38.5,1,bubbles,How do you know that it is real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
25_2-17-23,2-17-23,38.5,1,bubbles,Is there anything on the screen that is not real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
25_2-17-23,2-17-23,38.5,1,bubbles,How do you know that it is not real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
25_2-17-23,2-17-23,38.5,2,butterflies,Spontaneous,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
25_2-17-23,2-17-23,38.5,2,butterflies,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
25_2-17-23,2-17-23,38.5,2,butterflies,Is there anything on the screen that is real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
25_2-17-23,2-17-23,38.5,2,butterflies,How do you know that it is real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
25_2-17-23,2-17-23,38.5,2,butterflies,Is there anything on the screen that is not real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
25_2-17-23,2-17-23,38.5,2,butterflies,How do you know that it is not real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
25_2-17-23,2-17-23,38.5,3,balloons,Spontaneous,0,0,0,0,1,0,0,0,1,0,0,0,1,1,
25_2-17-23,2-17-23,38.5,3,balloons,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
25_2-17-23,2-17-23,38.5,3,balloons,Is there anything on the screen that is real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
25_2-17-23,2-17-23,38.5,3,balloons,How do you know that it is real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
25_2-17-23,2-17-23,38.5,3,balloons,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
25_2-17-23,2-17-23,38.5,3,balloons,How do you know that it is not real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
25_2-17-23,2-17-23,38.5,4,hair,Spontaneous,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
25_2-17-23,2-17-23,38.5,4,hair,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
25_2-17-23,2-17-23,38.5,4,hair,Is there anything on the screen that is real?,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
25_2-17-23,2-17-23,38.5,4,hair,How do you know that it is real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
25_2-17-23,2-17-23,38.5,4,hair,Is there anything on the screen that is not real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
25_2-17-23,2-17-23,38.5,4,hair,How do you know that it is not real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,1,balloons,Spontaneous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,1,balloons,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,1,balloons,Is there anything on the screen that is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,1,balloons,How do you know that it is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,1,balloons,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,1,balloons,How do you know that it is not real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,2,bubbles,Spontaneous,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,2,bubbles,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,2,bubbles,Is there anything on the screen that is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,2,bubbles,How do you know that it is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,2,bubbles,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,2,bubbles,How do you know that it is not real?,0,0,1,0,0,1,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,3,hair,Spontaneous,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,3,hair,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,3,hair,Is there anything on the screen that is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,3,hair,How do you know that it is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,3,hair,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,3,hair,How do you know that it is not real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,4,butterflies,Spontaneous,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,4,butterflies,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,4,butterflies,Is there anything on the screen that is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,4,butterflies,How do you know that it is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,4,butterflies,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
28_2-17-23,2-17-23,56,4,butterflies,How do you know that it is not real?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
29_2-17-23,2-17-23,84,1,bubbles,Spontaneous,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
29_2-17-23,2-17-23,84,1,bubbles,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
29_2-17-23,2-17-23,84,1,bubbles,Is there anything on the screen that is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
29_2-17-23,2-17-23,84,1,bubbles,How do you know that it is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
29_2-17-23,2-17-23,84,1,bubbles,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
29_2-17-23,2-17-23,84,1,bubbles,How do you know that it is not real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
29_2-17-23,2-17-23,84,2,balloons,Spontaneous,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
29_2-17-23,2-17-23,84,2,balloons,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
29_2-17-23,2-17-23,84,2,balloons,Is there anything on the screen that is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
29_2-17-23,2-17-23,84,2,balloons,How do you know that it is real?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
29_2-17-23,2-17-23,84,2,balloons,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
29_2-17-23,2-17-23,84,2,balloons,How do you know that it is not real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
29_2-17-23,2-17-23,84,3,butterflies,Spontaneous,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
29_2-17-23,2-17-23,84,3,butterflies,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
29_2-17-23,2-17-23,84,3,butterflies,Is there anything on the screen that is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
29_2-17-23,2-17-23,84,3,butterflies,How do you know that it is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
29_2-17-23,2-17-23,84,3,butterflies,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
29_2-17-23,2-17-23,84,3,butterflies,How do you know that it is not real?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
29_2-17-23,2-17-23,84,4,hair,Spontaneous,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
29_2-17-23,2-17-23,84,4,hair,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
29_2-17-23,2-17-23,84,4,hair,Is there anything on the screen that is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
29_2-17-23,2-17-23,84,4,hair,How do you know that it is real?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
29_2-17-23,2-17-23,84,4,hair,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
29_2-17-23,2-17-23,84,4,hair,How do you know that it is not real?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
31_2-17-23,2-17-23,57,1,balloons,Spontaneous,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
31_2-17-23,2-17-23,57,1,balloons,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
31_2-17-23,2-17-23,57,1,balloons,Is there anything on the screen that is real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
31_2-17-23,2-17-23,57,1,balloons,How do you know that it is real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
31_2-17-23,2-17-23,57,1,balloons,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
31_2-17-23,2-17-23,57,1,balloons,How do you know that it is not real?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
31_2-17-23,2-17-23,57,2,bubbles,Spontaneous,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
31_2-17-23,2-17-23,57,2,bubbles,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
31_2-17-23,2-17-23,57,2,bubbles,Is there anything on the screen that is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
31_2-17-23,2-17-23,57,2,bubbles,How do you know that it is real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
31_2-17-23,2-17-23,57,2,bubbles,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
31_2-17-23,2-17-23,57,2,bubbles,How do you know that it is not real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
31_2-17-23,2-17-23,57,3,hair,Spontaneous,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
31_2-17-23,2-17-23,57,3,hair,What do you see on the screen?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31_2-17-23,2-17-23,57,3,hair,Is there anything on the screen that is real?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
31_2-17-23,2-17-23,57,3,hair,How do you know that it is real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
31_2-17-23,2-17-23,57,3,hair,Is there anything on the screen that is not real?,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
31_2-17-23,2-17-23,57,3,hair,How do you know that it is not real?,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
31_2-17-23,2-17-23,57,4,butterflies,Spontaneous,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
31_2-17-23,2-17-23,57,4,butterflies,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
31_2-17-23,2-17-23,57,4,butterflies,Is there anything on the screen that is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
31_2-17-23,2-17-23,57,4,butterflies,How do you know that it is real?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
31_2-17-23,2-17-23,57,4,butterflies,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
31_2-17-23,2-17-23,57,4,butterflies,How do you know that it is not real?,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
32_2-17-23,2-17-23,57,1,balloons,Spontaneous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32_2-17-23,2-17-23,57,1,balloons,What do you see on the screen?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32_2-17-23,2-17-23,57,1,balloons,Is there anything on the screen that is real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
32_2-17-23,2-17-23,57,1,balloons,How do you know that it is real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
32_2-17-23,2-17-23,57,1,balloons,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
32_2-17-23,2-17-23,57,1,balloons,How do you know that it is not real?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
32_2-17-23,2-17-23,57,2,bubbles,Spontaneous,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
32_2-17-23,2-17-23,57,2,bubbles,What do you see on the screen?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
32_2-17-23,2-17-23,57,2,bubbles,Is there anything on the screen that is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
32_2-17-23,2-17-23,57,2,bubbles,How do you know that it is real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
32_2-17-23,2-17-23,57,2,bubbles,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
32_2-17-23,2-17-23,57,2,bubbles,How do you know that it is not real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
32_2-17-23,2-17-23,57,3,hair,Spontaneous,1,0,0,0,0,0,0,0,1,0,0,0,0,1,
32_2-17-23,2-17-23,57,3,hair,What do you see on the screen?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32_2-17-23,2-17-23,57,3,hair,Is there anything on the screen that is real?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
32_2-17-23,2-17-23,57,3,hair,How do you know that it is real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
32_2-17-23,2-17-23,57,3,hair,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
32_2-17-23,2-17-23,57,3,hair,How do you know that it is not real?,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
32_2-17-23,2-17-23,57,4,butterflies,Spontaneous,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
32_2-17-23,2-17-23,57,4,butterflies,What do you see on the screen?,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
32_2-17-23,2-17-23,57,4,butterflies,Is there anything on the screen that is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
32_2-17-23,2-17-23,57,4,butterflies,How do you know that it is real?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
32_2-17-23,2-17-23,57,4,butterflies,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
32_2-17-23,2-17-23,57,4,butterflies,How do you know that it is not real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,1,butterflies,Spontaneous,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,1,butterflies,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,1,butterflies,Is there anything on the screen that is real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,1,butterflies,How do you know that it is real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,1,butterflies,Is there anything on the screen that is not real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,1,butterflies,How do you know that it is not real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,2,hair,Spontaneous,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
33_2-17-23,2-17-23,32,2,hair,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,2,hair,Is there anything on the screen that is real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,2,hair,How do you know that it is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,2,hair,Is there anything on the screen that is not real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,2,hair,How do you know that it is not real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,3,balloons,Spontaneous,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,3,balloons,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,3,balloons,Is there anything on the screen that is real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,3,balloons,How do you know that it is real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,3,balloons,Is there anything on the screen that is not real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,3,balloons,How do you know that it is not real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,4,bubbles,Spontaneous,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,4,bubbles,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,4,bubbles,Is there anything on the screen that is real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,4,bubbles,How do you know that it is real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,4,bubbles,Is there anything on the screen that is not real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33_2-17-23,2-17-23,32,4,bubbles,How do you know that it is not real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,1,balloons,Spontaneous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,1,balloons,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,1,balloons,Is there anything on the screen that is real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,1,balloons,How do you know that it is real?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,1,balloons,Is there anything on the screen that is not real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,1,balloons,How do you know that it is not real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,2,bubbles,Spontaneous,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,2,bubbles,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,2,bubbles,Is there anything on the screen that is real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,2,bubbles,How do you know that it is real?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,2,bubbles,Is there anything on the screen that is not real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,2,bubbles,How do you know that it is not real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,3,hair,Spontaneous,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,3,hair,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,3,hair,Is there anything on the screen that is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,3,hair,How do you know that it is real?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,3,hair,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,3,hair,How do you know that it is not real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,4,butterflies,Spontaneous,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,4,butterflies,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,4,butterflies,Is there anything on the screen that is real?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,4,butterflies,How do you know that it is real?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,4,butterflies,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
34_2-17-23,2-17-23,68,4,butterflies,How do you know that it is not real?,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,1,balloons,Spontaneous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,1,balloons,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,1,balloons,Is there anything on the screen that is real?,0,1,0,1,0,0,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,1,balloons,How do you know that it is real?,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,1,balloons,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,1,balloons,How do you know that it is not real?,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,2,bubbles,Spontaneous,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,2,bubbles,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,2,bubbles,Is there anything on the screen that is real?,0,1,0,1,0,0,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,2,bubbles,How do you know that it is real?,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,2,bubbles,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,2,bubbles,How do you know that it is not real?,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,3,hair,Spontaneous,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,3,hair,What do you see on the screen?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,3,hair,Is there anything on the screen that is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,3,hair,How do you know that it is real?,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,3,hair,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
35_2-18-23,2-18-23,109,3,hair,How do you know that it is not real?,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
35_2-18-23,2-18-23,109,4,butterflies,Spontaneous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,4,butterflies,What do you see on the screen?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,4,butterflies,Is there anything on the screen that is real?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,4,butterflies,How do you know that it is real?,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,4,butterflies,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
35_2-18-23,2-18-23,109,4,butterflies,How do you know that it is not real?,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
37_2-18-23,2-18-23,84,1,butterflies,Spontaneous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37_2-18-23,2-18-23,84,1,butterflies,What do you see on the screen?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
37_2-18-23,2-18-23,84,1,butterflies,Is there anything on the screen that is real?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
37_2-18-23,2-18-23,84,1,butterflies,How do you know that it is real?,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
37_2-18-23,2-18-23,84,1,butterflies,Is there anything on the screen that is not real?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
37_2-18-23,2-18-23,84,1,butterflies,How do you know that it is not real?,0,1,0,0,0,1,0,0,0,0,0,0,0,0,
37_2-18-23,2-18-23,84,2,hair,Spontaneous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37_2-18-23,2-18-23,84,2,hair,What do you see on the screen?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
